"player","BBRefID","BBRefBirthDate","season","pos","age","tm","g","gs","mp"
"Alexander Johnson","johnsal01","1983-02-08","2008","PF",24,"MIA",43,6,549
"Alexander Volkov","volkoal01","1964-03-28","1990","C",25,"ATL",72,4,937
"Alexander Volkov","volkoal01","1964-03-28","1992","C",27,"ATL",77,27,1516
"Alexey Shved","shvedal01","1988-12-16","2015","SG",26,"HOU",9,0,59
"Alexey Shved","shvedal01","1988-12-16","2013","SG",24,"MIN",77,16,1840
"Alexey Shved","shvedal01","1988-12-16","2015","SG",26,"PHI",17,0,285
"Alexey Shved","shvedal01","1988-12-16","2015","SG",26,"NYK",16,9,423
"Alexey Shved","shvedal01","1988-12-16","2014","SG",25,"MIN",63,0,664
"Alexis Ajinça","ajincal01","1988-05-06","2016","C",27,"NOP",59,17,861
"Alexis Ajinça","ajincal01","1988-05-06","2009","PF",20,"CHA",31,4,182
"Alexis Ajinça","ajincal01","1988-05-06","2015","C",26,"NOP",68,8,957
"Alexis Ajinça","ajincal01","1988-05-06","2010","C",21,"CHA",6,0,30
"Alexis Ajinça","ajincal01","1988-05-06","2011","C",22,"DAL",10,2,75
"Alexis Ajinça","ajincal01","1988-05-06","2014","C",25,"NOP",56,30,951
"Alexis Ajinça","ajincal01","1988-05-06","2011","C",22,"TOR",24,0,265
"Alexis Ajinça","ajincal01","1988-05-06","2017","C",28,"NOP",39,15,584
"Alfonzo McKinnie","mckinal01","1992-09-17","2019","SF",26,"GSW",72,5,1003
"Alfonzo McKinnie","mckinal01","1992-09-17","2020","SF",27,"CLE",40,1,593
"Alfonzo McKinnie","mckinal01","1992-09-17","2021","SF",28,"LAL",39,0,258
"Alfonzo McKinnie","mckinal01","1992-09-17","2018","SF",25,"TOR",14,0,53
"Alize Johnson","johnsal02","1996-04-22","2021","PF",24,"BRK",18,0,189
"Alize Johnson","johnsal02","1996-04-22","2020","PF",23,"IND",17,1,118
"Alize Johnson","johnsal02","1996-04-22","2019","PF",22,"IND",14,0,64
"Allan Houston","houstal01","1971-04-20","1997","SG",25,"NYK",81,81,2681
"Allan Houston","houstal01","1971-04-20","2003","SG",31,"NYK",82,82,3108
"Allan Houston","houstal01","1971-04-20","2005","SG",33,"NYK",20,11,532
"Allan Houston","houstal01","1971-04-20","1999","SG",27,"NYK",50,50,1815
"Allan Houston","houstal01","1971-04-20","1998","SG",26,"NYK",82,82,2848
"Allan Houston","houstal01","1971-04-20","1994","SG",22,"DET",79,20,1519
"Allan Houston","houstal01","1971-04-20","2000","SG",28,"NYK",82,82,3169
"Allan Houston","houstal01","1971-04-20","1995","SG",23,"DET",76,39,1996
"Allan Houston","houstal01","1971-04-20","1996","SG",24,"DET",82,75,3072
"Allan Houston","houstal01","1971-04-20","2001","SG",29,"NYK",78,78,2858
"Allan Houston","houstal01","1971-04-20","2002","SG",30,"NYK",77,77,2914
"Allan Houston","houstal01","1971-04-20","2004","SG",32,"NYK",50,50,1799
"Allan Ray","rayal01","1984-06-17","2007","SG",22,"BOS",47,5,710
"Allen Crabbe","crabbal01","1992-04-09","2014","SG",21,"POR",15,0,100
"Allen Crabbe","crabbal01","1992-04-09","2020","SF",27,"MIN",9,0,131
"Allen Crabbe","crabbal01","1992-04-09","2016","SG",23,"POR",81,8,2105
"Allen Crabbe","crabbal01","1992-04-09","2015","SG",22,"POR",51,9,683
"Allen Crabbe","crabbal01","1992-04-09","2017","SG",24,"POR",79,7,2254
"Allen Crabbe","crabbal01","1992-04-09","2018","SG",25,"BRK",75,68,2197
"Allen Crabbe","crabbal01","1992-04-09","2019","SG",26,"BRK",43,20,1133
"Allen Crabbe","crabbal01","1992-04-09","2020","SG",27,"ATL",28,1,522
"Allen Iverson","iversal01","1975-06-07","2004","SG",28,"PHI",48,47,2040
"Allen Iverson","iversal01","1975-06-07","1998","PG",22,"PHI",80,80,3150
"Allen Iverson","iversal01","1975-06-07","2005","PG",29,"PHI",75,75,3174
"Allen Iverson","iversal01","1975-06-07","1997","PG",21,"PHI",76,74,3045
"Allen Iverson","iversal01","1975-06-07","2008","SG",32,"DEN",82,82,3424
"Allen Iverson","iversal01","1975-06-07","2003","SG",27,"PHI",82,82,3485
"Allen Iverson","iversal01","1975-06-07","2007","PG",31,"PHI",15,15,640
"Allen Iverson","iversal01","1975-06-07","2006","PG",30,"PHI",72,72,3103
"Allen Iverson","iversal01","1975-06-07","1999","SG",23,"PHI",48,48,1990
"Allen Iverson","iversal01","1975-06-07","2010","SG",34,"PHI",25,24,798
"Allen Iverson","iversal01","1975-06-07","2007","SG",31,"DEN",50,49,2121
"Allen Iverson","iversal01","1975-06-07","2002","SG",26,"PHI",60,59,2622
"Allen Iverson","iversal01","1975-06-07","2009","SG",33,"DEN",3,3,123
"Allen Iverson","iversal01","1975-06-07","2001","SG",25,"PHI",71,71,2979
"Allen Iverson","iversal01","1975-06-07","2009","PG",33,"DET",54,50,1970
"Allen Iverson","iversal01","1975-06-07","2000","SG",24,"PHI",70,70,2853
"Allen Iverson","iversal01","1975-06-07","2010","PG",34,"MEM",3,0,67
"Allonzo Trier","trieral01","1996-01-17","2019","SG",23,"NYK",64,3,1459
"Allonzo Trier","trieral01","1996-01-17","2020","SG",24,"NYK",24,1,291
"Alonzo Gee","geeal01","1987-05-29","2017","SF",29,"DEN",13,0,89
"Alonzo Gee","geeal01","1987-05-29","2015","SF",27,"POR",15,2,151
"Alonzo Gee","geeal01","1987-05-29","2011","SG",23,"SAS",5,0,18
"Alonzo Gee","geeal01","1987-05-29","2013","SF",25,"CLE",82,82,2541
"Alonzo Gee","geeal01","1987-05-29","2014","SF",26,"CLE",65,24,1020
"Alonzo Gee","geeal01","1987-05-29","2010","SG",22,"WAS",11,2,182
"Alonzo Gee","geeal01","1987-05-29","2012","SG",24,"CLE",63,31,1827
"Alonzo Gee","geeal01","1987-05-29","2011","SG",23,"CLE",40,29,973
"Alonzo Gee","geeal01","1987-05-29","2016","SF",28,"NOP",73,38,1632
"Alonzo Gee","geeal01","1987-05-29","2015","SF",27,"DEN",39,0,511
"Alonzo Gee","geeal01","1987-05-29","2011","SG",23,"WAS",11,5,127
"Alonzo Mourning","mournal01","1970-02-08","2007","C",36,"MIA",77,43,1572
"Alonzo Mourning","mournal01","1970-02-08","1994","C",23,"CHH",60,59,2018
"Alonzo Mourning","mournal01","1970-02-08","2005","C",34,"MIA",19,3,245
"Alonzo Mourning","mournal01","1970-02-08","2001","C",30,"MIA",13,3,306
"Alonzo Mourning","mournal01","1970-02-08","1999","C",28,"MIA",46,46,1753
"Alonzo Mourning","mournal01","1970-02-08","2005","PF",34,"NJN",18,14,457
"Alonzo Mourning","mournal01","1970-02-08","1996","C",25,"MIA",70,70,2671
"Alonzo Mourning","mournal01","1970-02-08","2006","C",35,"MIA",65,20,1302
"Alonzo Mourning","mournal01","1970-02-08","1998","C",27,"MIA",58,56,1939
"Alonzo Mourning","mournal01","1970-02-08","2000","C",29,"MIA",79,78,2748
"Alonzo Mourning","mournal01","1970-02-08","2008","C",37,"MIA",25,0,389
"Alonzo Mourning","mournal01","1970-02-08","1993","C",22,"CHH",78,78,2644
"Alonzo Mourning","mournal01","1970-02-08","2002","C",31,"MIA",75,74,2455
"Alonzo Mourning","mournal01","1970-02-08","2004","C",33,"NJN",12,0,215
"Alonzo Mourning","mournal01","1970-02-08","1997","C",26,"MIA",66,65,2320
"Alonzo Mourning","mournal01","1970-02-08","1995","C",24,"CHH",77,77,2941
"Alphonso Ford","fordal01","1971-10-31","1995","SG",23,"PHI",5,0,98
"Alphonso Ford","fordal01","1971-10-31","1994","PG",22,"SEA",6,0,16
"Alton Ford","fordal02","1981-05-29","2003","PF",21,"PHO",11,0,31
"Alton Ford","fordal02","1981-05-29","2004","PF",22,"HOU",9,0,41
"Alton Ford","fordal02","1981-05-29","2002","PF",20,"PHO",53,0,452
"Alton Lister","listeal01","1958-10-01","1991","C",32,"GSW",77,65,1552
"Alton Lister","listeal01","1958-10-01","1998","C",39,"POR",7,0,44
"Alton Lister","listeal01","1958-10-01","1990","C",31,"GSW",3,0,40
"Alton Lister","listeal01","1958-10-01","1997","C",38,"BOS",53,2,516
"Alton Lister","listeal01","1958-10-01","1996","C",37,"BOS",57,14,647
"Alton Lister","listeal01","1958-10-01","1996","C",37,"MIL",7,5,88
"Alton Lister","listeal01","1958-10-01","1992","C",33,"GSW",26,12,293
"Alton Lister","listeal01","1958-10-01","1995","C",36,"MIL",60,32,776
"Alton Lister","listeal01","1958-10-01","1993","C",34,"GSW",20,9,174
"Alvin Heggs","heggsal01","1967-12-12","1996","SF",28,"HOU",4,0,14
"Alvin Jones","jonesal01","1978-09-09","2002","C",23,"PHI",23,2,126
"Alvin Robertson","roberal01","1962-07-22","1991","SG",28,"MIL",81,81,2598
"Alvin Robertson","roberal01","1962-07-22","1993","SG",30,"MIL",39,32,1065
"Alvin Robertson","roberal01","1962-07-22","1990","SG",27,"MIL",81,81,2599
"Alvin Robertson","roberal01","1962-07-22","1996","SG",33,"TOR",77,69,2478
"Alvin Robertson","roberal01","1962-07-22","1992","SG",29,"MIL",82,79,2463
"Alvin Robertson","roberal01","1962-07-22","1993","SG",30,"DET",30,22,941
"Alvin Sims","simsal01","1974-10-18","1999","SG",24,"PHO",4,0,25
"Alvin Williams","willial02","1974-08-06","2006","PG",31,"TOR",1,0,10
"Alvin Williams","willial02","1974-08-06","2003","PG",28,"TOR",78,78,2638
"Alvin Williams","willial02","1974-08-06","2000","PG",25,"TOR",55,28,779
"Alvin Williams","willial02","1974-08-06","2007","PG",32,"LAC",2,0,10
"Alvin Williams","willial02","1974-08-06","2004","SG",29,"TOR",56,54,1730
"Alvin Williams","willial02","1974-08-06","1999","PG",24,"TOR",50,45,1051
"Alvin Williams","willial02","1974-08-06","2002","PG",27,"TOR",82,82,2927
"Alvin Williams","willial02","1974-08-06","1998","SG",23,"TOR",13,3,207
"Alvin Williams","willial02","1974-08-06","2001","SG",26,"TOR",82,34,2394
"Alvin Williams","willial02","1974-08-06","1998","SG",23,"POR",41,10,864
"Amal McCaskill","mccasam01","1973-10-28","1997","C",23,"ORL",17,1,109
"Amal McCaskill","mccasam01","1973-10-28","2002","C",28,"SAS",27,0,153
"Amal McCaskill","mccasam01","1973-10-28","2004","C",30,"PHI",59,3,636
"Amal McCaskill","mccasam01","1973-10-28","2003","C",29,"ATL",11,0,70
"Amar'e Stoudemire","stoudam01","1982-11-16","2006","C",23,"PHO",3,3,50
"Amar'e Stoudemire","stoudam01","1982-11-16","2011","C",28,"NYK",78,78,2870
"Amar'e Stoudemire","stoudam01","1982-11-16","2004","PF",21,"PHO",55,53,2025
"Amar'e Stoudemire","stoudam01","1982-11-16","2007","C",24,"PHO",82,78,2689
"Amar'e Stoudemire","stoudam01","1982-11-16","2014","C",31,"NYK",65,21,1466
"Amar'e Stoudemire","stoudam01","1982-11-16","2013","PF",30,"NYK",29,0,682
"Amar'e Stoudemire","stoudam01","1982-11-16","2005","C",22,"PHO",80,80,2889
"Amar'e Stoudemire","stoudam01","1982-11-16","2015","PF",32,"NYK",36,14,865
"Amar'e Stoudemire","stoudam01","1982-11-16","2008","C",25,"PHO",79,79,2677
"Amar'e Stoudemire","stoudam01","1982-11-16","2003","PF",20,"PHO",82,71,2570
"Amar'e Stoudemire","stoudam01","1982-11-16","2010","PF",27,"PHO",82,82,2838
"Amar'e Stoudemire","stoudam01","1982-11-16","2012","PF",29,"NYK",47,47,1543
"Amar'e Stoudemire","stoudam01","1982-11-16","2009","PF",26,"PHO",53,53,1948
"Amar'e Stoudemire","stoudam01","1982-11-16","2015","PF",32,"DAL",23,1,380
"Amar'e Stoudemire","stoudam01","1982-11-16","2016","C",33,"MIA",52,36,762
"Amida Brimah","brimaam01","1994-02-11","2021","C",26,"IND",5,0,29
"Amile Jefferson","jeffeam01","1993-05-07","2020","PF",26,"ORL",18,0,74
"Amile Jefferson","jeffeam01","1993-05-07","2019","PF",25,"ORL",12,0,68
"Amir Coffey","coffeam01","1997-06-17","2020","SG",22,"LAC",18,1,159
"Amir Coffey","coffeam01","1997-06-17","2021","SG",23,"LAC",44,1,394
"Amir Johnson","johnsam01","1987-05-01","2016","PF",28,"BOS",79,76,1800
"Amir Johnson","johnsam01","1987-05-01","2017","PF",29,"BOS",80,77,1608
"Amir Johnson","johnsam01","1987-05-01","2012","PF",24,"TOR",64,43,1553
"Amir Johnson","johnsam01","1987-05-01","2014","PF",26,"TOR",77,72,2214
"Amir Johnson","johnsam01","1987-05-01","2013","PF",25,"TOR",81,38,2325
"Amir Johnson","johnsam01","1987-05-01","2006","SF",18,"DET",3,0,39
"Amir Johnson","johnsam01","1987-05-01","2009","PF",21,"DET",62,24,911
"Amir Johnson","johnsam01","1987-05-01","2011","PF",23,"TOR",72,54,1853
"Amir Johnson","johnsam01","1987-05-01","2010","PF",22,"TOR",82,5,1453
"Amir Johnson","johnsam01","1987-05-01","2018","C",30,"PHI",74,18,1171
"Amir Johnson","johnsam01","1987-05-01","2019","C",31,"PHI",51,6,529
"Amir Johnson","johnsam01","1987-05-01","2015","PF",27,"TOR",75,72,1979
"Amir Johnson","johnsam01","1987-05-01","2007","PF",19,"DET",8,0,124
"Amir Johnson","johnsam01","1987-05-01","2008","PF",20,"DET",62,0,764
"Anderson Varejão","varejan01","1982-09-28","2021","C",38,"CLE",5,0,36
"Anderson Varejão","varejan01","1982-09-28","2005","PF",22,"CLE",54,0,863
"Anderson Varejão","varejan01","1982-09-28","2011","C",28,"CLE",31,31,994
"Anderson Varejão","varejan01","1982-09-28","2010","PF",27,"CLE",76,7,2166
"Anderson Varejão","varejan01","1982-09-28","2014","C",31,"CLE",65,29,1800
"Anderson Varejão","varejan01","1982-09-28","2013","C",30,"CLE",25,25,901
"Anderson Varejão","varejan01","1982-09-28","2007","C",24,"CLE",81,6,1932
"Anderson Varejão","varejan01","1982-09-28","2016","C",33,"GSW",22,0,186
"Anderson Varejão","varejan01","1982-09-28","2008","C",25,"CLE",48,13,1320
"Anderson Varejão","varejan01","1982-09-28","2017","C",34,"GSW",14,1,92
"Anderson Varejão","varejan01","1982-09-28","2015","C",32,"CLE",26,26,636
"Anderson Varejão","varejan01","1982-09-28","2012","C",29,"CLE",25,25,785
"Anderson Varejão","varejan01","1982-09-28","2006","C",23,"CLE",48,4,760
"Anderson Varejão","varejan01","1982-09-28","2016","C",33,"CLE",31,0,310
"Anderson Varejão","varejan01","1982-09-28","2009","PF",26,"CLE",81,42,2306
"Andrae Patterson","pattean01","1975-11-12","1999","PF",23,"MIN",35,0,284
"Andrae Patterson","pattean01","1975-11-12","2000","PF",24,"MIN",5,0,20
"Andray Blatche","blatcan01","1986-08-22","2013","C",26,"BRK",82,8,1555
"Andray Blatche","blatcan01","1986-08-22","2007","PF",20,"WAS",56,13,682
"Andray Blatche","blatcan01","1986-08-22","2009","C",22,"WAS",71,36,1703
"Andray Blatche","blatcan01","1986-08-22","2011","PF",24,"WAS",64,63,2172
"Andray Blatche","blatcan01","1986-08-22","2014","PF",27,"BRK",73,7,1618
"Andray Blatche","blatcan01","1986-08-22","2006","PF",19,"WAS",29,0,175
"Andray Blatche","blatcan01","1986-08-22","2008","PF",21,"WAS",82,15,1675
"Andray Blatche","blatcan01","1986-08-22","2010","PF",23,"WAS",81,36,2256
"Andray Blatche","blatcan01","1986-08-22","2012","PF",25,"WAS",26,13,626
"Andre Barrett","barrean01","1982-02-21","2007","PG",24,"CHI",6,0,29
"Andre Barrett","barrean01","1982-02-21","2006","PG",23,"TOR",17,0,261
"Andre Barrett","barrean01","1982-02-21","2006","PG",23,"PHO",2,0,21
"Andre Barrett","barrean01","1982-02-21","2005","PG",22,"HOU",27,0,314
"Andre Barrett","barrean01","1982-02-21","2005","PG",22,"ORL",11,1,169
"Andre Barrett","barrean01","1982-02-21","2008","PG",25,"LAC",4,0,25
"Andre Brown","brownan01","1981-05-12","2008","PF",26,"MEM",33,1,286
"Andre Brown","brownan01","1981-05-12","2007","PF",25,"SEA",38,0,271
"Andre Brown","brownan01","1981-05-12","2009","PF",27,"CHA",4,0,41
"Andre Dawkins","dawkian01","1991-09-19","2015","SG",23,"MIA",4,0,22
"Andre Drummond","drumman01","1993-08-10","2020","C",26,"CLE",8,8,225
"Andre Drummond","drumman01","1993-08-10","2014","C",20,"DET",81,81,2619
"Andre Drummond","drumman01","1993-08-10","2017","C",23,"DET",81,81,2409
"Andre Drummond","drumman01","1993-08-10","2016","C",22,"DET",81,81,2666
"Andre Drummond","drumman01","1993-08-10","2020","C",26,"DET",49,48,1654
"Andre Drummond","drumman01","1993-08-10","2013","C",19,"DET",60,10,1243
"Andre Drummond","drumman01","1993-08-10","2019","C",25,"DET",79,79,2647
"Andre Drummond","drumman01","1993-08-10","2018","C",24,"DET",78,78,2625
"Andre Drummond","drumman01","1993-08-10","2021","C",27,"CLE",25,25,722
"Andre Drummond","drumman01","1993-08-10","2015","C",21,"DET",82,82,2502
"Andre Drummond","drumman01","1993-08-10","2021","C",27,"LAL",21,21,520
"Andre Emmett","emmetan01","1982-08-27","2012","SF",29,"NJN",6,0,45
"Andre Emmett","emmetan01","1982-08-27","2005","SG",22,"MEM",8,0,28
"Andre Iguodala","iguodan01","1984-01-28","2010","SF",26,"PHI",82,82,3193
"Andre Iguodala","iguodan01","1984-01-28","2012","SF",28,"PHI",62,62,2209
"Andre Iguodala","iguodan01","1984-01-28","2017","SF",33,"GSW",76,0,1998
"Andre Iguodala","iguodan01","1984-01-28","2016","SF",32,"GSW",65,1,1732
"Andre Iguodala","iguodan01","1984-01-28","2020","SF",36,"MIA",21,0,418
"Andre Iguodala","iguodan01","1984-01-28","2011","SF",27,"PHI",67,67,2469
"Andre Iguodala","iguodan01","1984-01-28","2019","SF",35,"GSW",68,13,1578
"Andre Iguodala","iguodan01","1984-01-28","2005","SG",21,"PHI",82,82,2686
"Andre Iguodala","iguodan01","1984-01-28","2008","SF",24,"PHI",82,82,3242
"Andre Iguodala","iguodan01","1984-01-28","2014","SF",30,"GSW",63,63,2040
"Andre Iguodala","iguodan01","1984-01-28","2015","SF",31,"GSW",77,0,2069
"Andre Iguodala","iguodan01","1984-01-28","2006","SF",22,"PHI",82,82,3086
"Andre Iguodala","iguodan01","1984-01-28","2018","SF",34,"GSW",64,7,1622
"Andre Iguodala","iguodan01","1984-01-28","2013","SG",29,"DEN",80,80,2779
"Andre Iguodala","iguodan01","1984-01-28","2007","SG",23,"PHI",76,76,3062
"Andre Iguodala","iguodan01","1984-01-28","2009","SF",25,"PHI",82,82,3269
"Andre Iguodala","iguodan01","1984-01-28","2021","SF",37,"MIA",63,5,1339
"Andre Ingram","ingraan01","1985-11-19","2019","SG",33,"LAL",4,0,15
"Andre Ingram","ingraan01","1985-11-19","2018","SG",32,"LAL",2,0,64
"Andre Miller","millean02","1976-03-19","2010","PG",33,"POR",82,66,2500
"Andre Miller","millean02","1976-03-19","2015","PG",38,"WAS",51,0,631
"Andre Miller","millean02","1976-03-19","2014","SG",37,"WAS",28,0,412
"Andre Miller","millean02","1976-03-19","2011","PG",34,"POR",81,81,2650
"Andre Miller","millean02","1976-03-19","2015","PG",38,"SAC",30,0,622
"Andre Miller","millean02","1976-03-19","2016","PG",39,"MIN",26,0,280
"Andre Miller","millean02","1976-03-19","2014","SG",37,"DEN",30,2,570
"Andre Miller","millean02","1976-03-19","2001","PG",24,"CLE",82,82,2848
"Andre Miller","millean02","1976-03-19","2005","PG",28,"DEN",82,82,2852
"Andre Miller","millean02","1976-03-19","2004","PG",27,"DEN",82,82,2838
"Andre Miller","millean02","1976-03-19","2007","PG",30,"DEN",23,23,822
"Andre Miller","millean02","1976-03-19","2013","PG",36,"DEN",82,11,2151
"Andre Miller","millean02","1976-03-19","2012","SG",35,"DEN",66,7,1809
"Andre Miller","millean02","1976-03-19","2002","PG",25,"CLE",81,81,3023
"Andre Miller","millean02","1976-03-19","2009","PG",32,"PHI",82,82,2976
"Andre Miller","millean02","1976-03-19","2008","PG",31,"PHI",82,82,3016
"Andre Miller","millean02","1976-03-19","2016","PG",39,"SAS",13,4,181
"Andre Miller","millean02","1976-03-19","2006","PG",29,"DEN",82,82,2937
"Andre Miller","millean02","1976-03-19","2003","PG",26,"LAC",80,80,2913
"Andre Miller","millean02","1976-03-19","2000","PG",23,"CLE",82,36,2093
"Andre Miller","millean02","1976-03-19","2007","PG",30,"PHI",57,56,2144
"Andre Owens","owensan01","1980-10-31","2006","PG",25,"UTA",23,2,210
"Andre Owens","owensan01","1980-10-31","2008","PG",27,"IND",31,7,392
"Andre Roberson","roberan03","1991-12-04","2016","SG",24,"OKC",70,70,1553
"Andre Roberson","roberan03","1991-12-04","2015","SG",23,"OKC",67,65,1286
"Andre Roberson","roberan03","1991-12-04","2020","SF",28,"OKC",7,0,87
"Andre Roberson","roberan03","1991-12-04","2017","SF",25,"OKC",79,79,2376
"Andre Roberson","roberan03","1991-12-04","2014","SG",22,"OKC",40,16,399
"Andre Roberson","roberan03","1991-12-04","2018","SG",26,"OKC",39,39,1037
"Andre Roberson","roberan03","1991-12-04","2021","SG",29,"BRK",5,0,63
"Andre Spencer","spencan01","1964-07-20","1993","SF",28,"ATL",3,0,15
"Andre Spencer","spencan01","1964-07-20","1993","SF",28,"GSW",17,1,407
"Andre Spencer","spencan01","1964-07-20","1994","SF",29,"GSW",5,1,63
"Andre Spencer","spencan01","1964-07-20","1994","SF",29,"SAC",23,0,286
"Andre Turner","turnean01","1964-12-13","1990","PG",25,"LAC",3,0,31
"Andre Turner","turnean01","1964-12-13","1990","PG",25,"CHH",8,0,84
"Andre Turner","turnean01","1964-12-13","1992","PG",27,"WSB",70,3,871
"Andre Turner","turnean01","1964-12-13","1991","PG",26,"PHI",70,1,1407
"Andrea Bargnani","bargnan01","1985-10-26","2009","PF",23,"TOR",78,59,2453
"Andrea Bargnani","bargnan01","1985-10-26","2014","C",28,"NYK",42,39,1257
"Andrea Bargnani","bargnan01","1985-10-26","2007","PF",21,"TOR",65,2,1629
"Andrea Bargnani","bargnan01","1985-10-26","2011","C",25,"TOR",66,66,2353
"Andrea Bargnani","bargnan01","1985-10-26","2010","PF",24,"TOR",80,80,2799
"Andrea Bargnani","bargnan01","1985-10-26","2016","C",30,"BRK",46,0,634
"Andrea Bargnani","bargnan01","1985-10-26","2012","C",26,"TOR",31,31,1032
"Andrea Bargnani","bargnan01","1985-10-26","2015","C",29,"NYK",29,22,785
"Andrea Bargnani","bargnan01","1985-10-26","2013","PF",27,"TOR",35,25,1003
"Andrea Bargnani","bargnan01","1985-10-26","2008","PF",22,"TOR",78,53,1861
"Andreas Glyniadakis","glynian01","1981-08-21","2007","C",25,"SEA",13,4,81
"Andrei Kirilenko","kirilan01","1981-02-18","2005","PF",23,"UTA",41,37,1349
"Andrei Kirilenko","kirilan01","1981-02-18","2013","SF",31,"MIN",64,64,2034
"Andrei Kirilenko","kirilan01","1981-02-18","2015","SF",33,"BRK",7,0,36
"Andrei Kirilenko","kirilan01","1981-02-18","2011","SF",29,"UTA",64,62,1999
"Andrei Kirilenko","kirilan01","1981-02-18","2007","SF",25,"UTA",70,70,2049
"Andrei Kirilenko","kirilan01","1981-02-18","2009","PF",27,"UTA",67,10,1831
"Andrei Kirilenko","kirilan01","1981-02-18","2002","SF",20,"UTA",82,40,2151
"Andrei Kirilenko","kirilan01","1981-02-18","2003","SF",21,"UTA",80,11,2213
"Andrei Kirilenko","kirilan01","1981-02-18","2008","SF",26,"UTA",72,72,2217
"Andrei Kirilenko","kirilan01","1981-02-18","2010","SF",28,"UTA",58,35,1681
"Andrei Kirilenko","kirilan01","1981-02-18","2004","PF",22,"UTA",78,78,2895
"Andrei Kirilenko","kirilan01","1981-02-18","2014","PF",32,"BRK",45,4,857
"Andrei Kirilenko","kirilan01","1981-02-18","2006","SF",24,"UTA",69,63,2604
"Andrés Guibert","guibean01","1968-10-28","1995","PF",26,"MIN",17,0,167
